item_id,activity_id,activity_version,grade_band,strand,skill_code,mechanic,prompt_text,prompt_audio_text,answer_format,item_type,correct_answer,distractors,choices,feedback,assets,telemetry_expected,accessibility
LEA-EY-ACT-0038-ITEM-07,LEA-EY-ACT-0038,1.2,Pre-K,Sorting,EY-PRE-MAT-SOR-02,Listen and Choose,"Choose the best answer for sort by colour, size and shape: cup.","Listen carefully and choose the best answer. Choose the best answer for sort by colour, size and shape: cup.",text,single_choice,cup,"['fox', 'bag', 'sit']","['fox', 'cup', 'bag', 'sit']","{'correct': 'Great work. You listened carefully.', 'incorrect': 'Try again. Listen once more, use the hint, and choose carefully.', 'hint': 'Look for the clue linked to sort by colour, size and shape.', 'interventions_by_error_type': {'conceptual_misread': 'Mini-teach: model one example of sort by colour, size and shape, practise one guided item, then return to the task.', 'slow_correct': 'Praise accuracy, remove time pressure, and build fluency with two repeated examples.', 'multiple_attempts': 'Reduce choices to two and replay the audio prompt.'}}","{'illustrated_card_svg': '/media/cards/svg/LEA-EY-ACT-0038-ITEM-07-CARD.svg', 'success_animation': '/media/animations/lottie/success_star.json', 'audio_ssml': '/media/audio/ssml/LEA-EY-ACT-0038-ITEM-07.ssml', 'audio_target_url': '/media/audio/mp3/LEA-EY-ACT-0038-ITEM-07.mp3'}","['accuracy', 'prompt_level', 'response_time_seconds', 'attempt_count', 'error_type', 'hint_count', 'audio_replay_count']","{'alt_text': 'Illustrated card for cup', 'caption_text': 'Choose the best answer for sort by colour, size and shape: cup.', 'keyboard_focus_order': 7}"
LEA-EY-ACT-0038-ITEM-08,LEA-EY-ACT-0038,1.2,Pre-K,Sorting,EY-PRE-MAT-SOR-02,Listen and Choose,"Choose the best answer for sort by colour, size and shape: pen.","Listen carefully and choose the best answer. Choose the best answer for sort by colour, size and shape: pen.",text,single_choice,pen,"['map', 'sit', 'mum']","['map', 'sit', 'mum', 'pen']","{'correct': 'Great work. You listened carefully.', 'incorrect': 'Try again. Listen once more, use the hint, and choose carefully.', 'hint': 'Look for the clue linked to sort by colour, size and shape.', 'interventions_by_error_type': {'conceptual_misread': 'Mini-teach: model one example of sort by colour, size and shape, practise one guided item, then return to the task.', 'slow_correct': 'Praise accuracy, remove time pressure, and build fluency with two repeated examples.', 'multiple_attempts': 'Reduce choices to two and replay the audio prompt.'}}","{'illustrated_card_svg': '/media/cards/svg/LEA-EY-ACT-0038-ITEM-08-CARD.svg', 'success_animation': '/media/animations/lottie/success_star.json', 'audio_ssml': '/media/audio/ssml/LEA-EY-ACT-0038-ITEM-08.ssml', 'audio_target_url': '/media/audio/mp3/LEA-EY-ACT-0038-ITEM-08.mp3'}","['accuracy', 'prompt_level', 'response_time_seconds', 'attempt_count', 'error_type', 'hint_count', 'audio_replay_count']","{'alt_text': 'Illustrated card for pen', 'caption_text': 'Choose the best answer for sort by colour, size and shape: pen.', 'keyboard_focus_order': 8}"
LEA-EY-ACT-0039-ITEM-01,LEA-EY-ACT-0039,1.2,Pre-K,Sorting,EY-PRE-MAT-SOR-03,Count and Group,Count the group. There are 1 stars. Which number matches?,Count the objects and group them correctly. Count the group. There are 1 stars. Which number matches?,text,single_choice,1,"['3', '2']","['1', '3', '2', '1']","{'correct': 'Well done. You chose the best answer.', 'incorrect': 'Try again. Listen once more, use the hint, and choose carefully.', 'hint': 'Look for the clue linked to sort by colour, size and shape.', 'interventions_by_error_type': {'number_fact': 'Mini-teach: model one example of sort by colour, size and shape, practise one guided item, then return to the task.', 'slow_correct': 'Praise accuracy, remove time pressure, and build fluency with two repeated examples.', 'multiple_attempts': 'Reduce choices to two and replay the audio prompt.'}}","{'illustrated_card_svg': '/media/cards/svg/LEA-EY-ACT-0039-ITEM-01-CARD.svg', 'success_animation': '/media/animations/lottie/success_star.json', 'audio_ssml': '/media/audio/ssml/LEA-EY-ACT-0039-ITEM-01.ssml', 'audio_target_url': '/media/audio/mp3/LEA-EY-ACT-0039-ITEM-01.mp3'}","['accuracy', 'prompt_level', 'response_time_seconds', 'attempt_count', 'error_type', 'hint_count', 'audio_replay_count']","{'alt_text': 'Illustrated card for 1', 'caption_text': 'Count the group. There are 1 stars. Which number matches?', 'keyboard_focus_order': 1}"
LEA-EY-ACT-0039-ITEM-02,LEA-EY-ACT-0039,1.2,Pre-K,Sorting,EY-PRE-MAT-SOR-03,Count and Group,Count the group. There are 2 stars. Which number matches?,Count the objects and group them correctly. Count the group. There are 2 stars. Which number matches?,text,single_choice,2,"['3', '4', '1']","['2', '3', '4', '1']","{'correct': 'Well done. You chose the best answer.', 'incorrect': 'Try again. Listen once more, use the hint, and choose carefully.', 'hint': 'Look for the clue linked to sort by colour, size and shape.', 'interventions_by_error_type': {'number_fact': 'Mini-teach: model one example of sort by colour, size and shape, practise one guided item, then return to the task.', 'slow_correct': 'Praise accuracy, remove time pressure, and build fluency with two repeated examples.', 'multiple_attempts': 'Reduce choices to two and replay the audio prompt.'}}","{'illustrated_card_svg': '/media/cards/svg/LEA-EY-ACT-0039-ITEM-02-CARD.svg', 'success_animation': '/media/animations/lottie/success_star.json', 'audio_ssml': '/media/audio/ssml/LEA-EY-ACT-0039-ITEM-02.ssml', 'audio_target_url': '/media/audio/mp3/LEA-EY-ACT-0039-ITEM-02.mp3'}","['accuracy', 'prompt_level', 'response_time_seconds', 'attempt_count', 'error_type', 'hint_count', 'audio_replay_count']","{'alt_text': 'Illustrated card for 2', 'caption_text': 'Count the group. There are 2 stars. Which number matches?', 'keyboard_focus_order': 2}"
LEA-EY-ACT-0039-ITEM-03,LEA-EY-ACT-0039,1.2,Pre-K,Sorting,EY-PRE-MAT-SOR-03,Count and Group,Count the group. There are 3 stars. Which number matches?,Count the objects and group them correctly. Count the group. There are 3 stars. Which number matches?,text,single_choice,3,"['4', '2', '5']","['3', '4', '2', '5']","{'correct': 'Excellent. You are ready for the next item.', 'incorrect': 'Try again. Listen once more, use the hint, and choose carefully.', 'hint': 'Look for the clue linked to sort by colour, size and shape.', 'interventions_by_error_type': {'number_fact': 'Mini-teach: model one example of sort by colour, size and shape, practise one guided item, then return to the task.', 'slow_correct': 'Praise accuracy, remove time pressure, and build fluency with two repeated examples.', 'multiple_attempts': 'Reduce choices to two and replay the audio prompt.'}}","{'illustrated_card_svg': '/media/cards/svg/LEA-EY-ACT-0039-ITEM-03-CARD.svg', 'success_animation': '/media/animations/lottie/success_star.json', 'audio_ssml': '/media/audio/ssml/LEA-EY-ACT-0039-ITEM-03.ssml', 'audio_target_url': '/media/audio/mp3/LEA-EY-ACT-0039-ITEM-03.mp3'}","['accuracy', 'prompt_level', 'response_time_seconds', 'attempt_count', 'error_type', 'hint_count', 'audio_replay_count']","{'alt_text': 'Illustrated card for 3', 'caption_text': 'Count the group. There are 3 stars. Which number matches?', 'keyboard_focus_order': 3}"
LEA-EY-ACT-0039-ITEM-04,LEA-EY-ACT-0039,1.2,Pre-K,Sorting,EY-PRE-MAT-SOR-03,Count and Group,Count the group. There are 4 stars. Which number matches?,Count the objects and group them correctly. Count the group. There are 4 stars. Which number matches?,text,single_choice,4,"['6', '3', '5']","['6', '3', '5', '4']","{'correct': 'Great work. You listened carefully.', 'incorrect': 'Try again. Listen once more, use the hint, and choose carefully.', 'hint': 'Look for the clue linked to sort by colour, size and shape.', 'interventions_by_error_type': {'number_fact': 'Mini-teach: model one example of sort by colour, size and shape, practise one guided item, then return to the task.', 'slow_correct': 'Praise accuracy, remove time pressure, and build fluency with two repeated examples.', 'multiple_attempts': 'Reduce choices to two and replay the audio prompt.'}}","{'illustrated_card_svg': '/media/cards/svg/LEA-EY-ACT-0039-ITEM-04-CARD.svg', 'success_animation': '/media/animations/lottie/success_star.json', 'audio_ssml': '/media/audio/ssml/LEA-EY-ACT-0039-ITEM-04.ssml', 'audio_target_url': '/media/audio/mp3/LEA-EY-ACT-0039-ITEM-04.mp3'}","['accuracy', 'prompt_level', 'response_time_seconds', 'attempt_count', 'error_type', 'hint_count', 'audio_replay_count']","{'alt_text': 'Illustrated card for 4', 'caption_text': 'Count the group. There are 4 stars. Which number matches?', 'keyboard_focus_order': 4}"
LEA-EY-ACT-0039-ITEM-05,LEA-EY-ACT-0039,1.2,Pre-K,Sorting,EY-PRE-MAT-SOR-03,Count and Group,Count the group. There are 5 stars. Which number matches?,Count the objects and group them correctly. Count the group. There are 5 stars. Which number matches?,text,single_choice,5,"['7', '4', '6']","['7', '4', '5', '6']","{'correct': 'Well done. You chose the best answer.', 'incorrect': 'Try again. Listen once more, use the hint, and choose carefully.', 'hint': 'Look for the clue linked to sort by colour, size and shape.', 'interventions_by_error_type': {'number_fact': 'Mini-teach: model one example of sort by colour, size and shape, practise one guided item, then return to the task.', 'slow_correct': 'Praise accuracy, remove time pressure, and build fluency with two repeated examples.', 'multiple_attempts': 'Reduce choices to two and replay the audio prompt.'}}","{'illustrated_card_svg': '/media/cards/svg/LEA-EY-ACT-0039-ITEM-05-CARD.svg', 'success_animation': '/media/animations/lottie/success_star.json', 'audio_ssml': '/media/audio/ssml/LEA-EY-ACT-0039-ITEM-05.ssml', 'audio_target_url': '/media/audio/mp3/LEA-EY-ACT-0039-ITEM-05.mp3'}","['accuracy', 'prompt_level', 'response_time_seconds', 'attempt_count', 'error_type', 'hint_count', 'audio_replay_count']","{'alt_text': 'Illustrated card for 5', 'caption_text': 'Count the group. There are 5 stars. Which number matches?', 'keyboard_focus_order': 5}"
LEA-EY-ACT-0039-ITEM-06,LEA-EY-ACT-0039,1.2,Pre-K,Sorting,EY-PRE-MAT-SOR-03,Count and Group,Count the group. There are 6 stars. Which number matches?,Count the objects and group them correctly. Count the group. There are 6 stars. Which number matches?,text,single_choice,6,"['5', '8', '7']","['5', '6', '8', '7']","{'correct': 'Well done. You chose the best answer.', 'incorrect': 'Try again. Listen once more, use the hint, and choose carefully.', 'hint': 'Look for the clue linked to sort by colour, size and shape.', 'interventions_by_error_type': {'number_fact': 'Mini-teach: model one example of sort by colour, size and shape, practise one guided item, then return to the task.', 'slow_correct': 'Praise accuracy, remove time pressure, and build fluency with two repeated examples.', 'multiple_attempts': 'Reduce choices to two and replay the audio prompt.'}}","{'illustrated_card_svg': '/media/cards/svg/LEA-EY-ACT-0039-ITEM-06-CARD.svg', 'success_animation': '/media/animations/lottie/success_star.json', 'audio_ssml': '/media/audio/ssml/LEA-EY-ACT-0039-ITEM-06.ssml', 'audio_target_url': '/media/audio/mp3/LEA-EY-ACT-0039-ITEM-06.mp3'}","['accuracy', 'prompt_level', 'response_time_seconds', 'attempt_count', 'error_type', 'hint_count', 'audio_replay_count']","{'alt_text': 'Illustrated card for 6', 'caption_text': 'Count the group. There are 6 stars. Which number matches?', 'keyboard_focus_order': 6}"
LEA-EY-ACT-0039-ITEM-07,LEA-EY-ACT-0039,1.2,Pre-K,Sorting,EY-PRE-MAT-SOR-03,Count and Group,Count the group. There are 7 stars. Which number matches?,Count the objects and group them correctly. Count the group. There are 7 stars. Which number matches?,text,single_choice,7,"['6', '9', '8']","['6', '9', '8', '7']","{'correct': 'Well done. You chose the best answer.', 'incorrect': 'Try again. Listen once more, use the hint, and choose carefully.', 'hint': 'Look for the clue linked to sort by colour, size and shape.', 'interventions_by_error_type': {'number_fact': 'Mini-teach: model one example of sort by colour, size and shape, practise one guided item, then return to the task.', 'slow_correct': 'Praise accuracy, remove time pressure, and build fluency with two repeated examples.', 'multiple_attempts': 'Reduce choices to two and replay the audio prompt.'}}","{'illustrated_card_svg': '/media/cards/svg/LEA-EY-ACT-0039-ITEM-07-CARD.svg', 'success_animation': '/media/animations/lottie/success_star.json', 'audio_ssml': '/media/audio/ssml/LEA-EY-ACT-0039-ITEM-07.ssml', 'audio_target_url': '/media/audio/mp3/LEA-EY-ACT-0039-ITEM-07.mp3'}","['accuracy', 'prompt_level', 'response_time_seconds', 'attempt_count', 'error_type', 'hint_count', 'audio_replay_count']","{'alt_text': 'Illustrated card for 7', 'caption_text': 'Count the group. There are 7 stars. Which number matches?', 'keyboard_focus_order': 7}"
LEA-EY-ACT-0039-ITEM-08,LEA-EY-ACT-0039,1.2,Pre-K,Sorting,EY-PRE-MAT-SOR-03,Count and Group,Count the group. There are 8 stars. Which number matches?,Count the objects and group them correctly. Count the group. There are 8 stars. Which number matches?,text,single_choice,8,"['7', '10', '9']","['8', '7', '10', '9']","{'correct': 'Great work. You listened carefully.', 'incorrect': 'Try again. Listen once more, use the hint, and choose carefully.', 'hint': 'Look for the clue linked to sort by colour, size and shape.', 'interventions_by_error_type': {'number_fact': 'Mini-teach: model one example of sort by colour, size and shape, practise one guided item, then return to the task.', 'slow_correct': 'Praise accuracy, remove time pressure, and build fluency with two repeated examples.', 'multiple_attempts': 'Reduce choices to two and replay the audio prompt.'}}","{'illustrated_card_svg': '/media/cards/svg/LEA-EY-ACT-0039-ITEM-08-CARD.svg', 'success_animation': '/media/animations/lottie/success_star.json', 'audio_ssml': '/media/audio/ssml/LEA-EY-ACT-0039-ITEM-08.ssml', 'audio_target_url': '/media/audio/mp3/LEA-EY-ACT-0039-ITEM-08.mp3'}","['accuracy', 'prompt_level', 'response_time_seconds', 'attempt_count', 'error_type', 'hint_count', 'audio_replay_count']","{'alt_text': 'Illustrated card for 8', 'caption_text': 'Count the group. There are 8 stars. Which number matches?', 'keyboard_focus_order': 8}"
LEA-EY-ACT-0040-ITEM-01,LEA-EY-ACT-0040,1.2,Pre-K,Sorting,EY-PRE-MAT-SOR-04,Drag to Build,"Put the steps in order for: sort by colour, size and shape.","Drag the cards to build the correct answer. Put the steps in order for: sort by colour, size and shape.",ordered_array,drag_sequence,First > Next > Then > Finally,"['First > Next > First > Next', 'Next > First > Then > Finally', 'Finally > Then > Next > First']","['First > Next > First > Next', 'Next > First > Then > Finally', 'Finally > Then > Next > First', 'First > Next > Then > Finally']","{'correct': 'Excellent. You are ready for the next item.', 'incorrect': 'Try again. Listen once more, use the hint, and choose carefully.', 'hint': 'Look for the clue linked to sort by colour, size and shape.', 'interventions_by_error_type': {'sequence_order': 'Mini-teach: model one example of sort by colour, size and shape, practise one guided item, then return to the task.', 'slow_correct': 'Praise accuracy, remove time pressure, and build fluency with two repeated examples.', 'multiple_attempts': 'Reduce choices to two and replay the audio prompt.'}}","{'illustrated_card_svg': '/media/cards/svg/LEA-EY-ACT-0040-ITEM-01-CARD.svg', 'success_animation': '/media/animations/lottie/success_star.json', 'audio_ssml': '/media/audio/ssml/LEA-EY-ACT-0040-ITEM-01.ssml', 'audio_target_url': '/media/audio/mp3/LEA-EY-ACT-0040-ITEM-01.mp3'}","['accuracy', 'prompt_level', 'response_time_seconds', 'attempt_count', 'error_type', 'hint_count', 'audio_replay_count']","{'alt_text': 'Illustrated card for First > Next > Then > Finally', 'caption_text': 'Put the steps in order for: sort by colour, size and shape.', 'keyboard_focus_order': 1}"
LEA-EY-ACT-0040-ITEM-02,LEA-EY-ACT-0040,1.2,Pre-K,Sorting,EY-PRE-MAT-SOR-04,Drag to Build,"Put the steps in order for: sort by colour, size and shape.","Drag the cards to build the correct answer. Put the steps in order for: sort by colour, size and shape.",ordered_array,drag_sequence,First > Next > Then > Finally,"['Finally > Then > Next > First', 'First > Next > First > Next', 'Next > First > Then > Finally']","['Finally > Then > Next > First', 'First > Next > First > Next', 'First > Next > Then > Finally', 'Next > First > Then > Finally']","{'correct': 'Excellent. You are ready for the next item.', 'incorrect': 'Try again. Listen once more, use the hint, and choose carefully.', 'hint': 'Look for the clue linked to sort by colour, size and shape.', 'interventions_by_error_type': {'sequence_order': 'Mini-teach: model one example of sort by colour, size and shape, practise one guided item, then return to the task.', 'slow_correct': 'Praise accuracy, remove time pressure, and build fluency with two repeated examples.', 'multiple_attempts': 'Reduce choices to two and replay the audio prompt.'}}","{'illustrated_card_svg': '/media/cards/svg/LEA-EY-ACT-0040-ITEM-02-CARD.svg', 'success_animation': '/media/animations/lottie/success_star.json', 'audio_ssml': '/media/audio/ssml/LEA-EY-ACT-0040-ITEM-02.ssml', 'audio_target_url': '/media/audio/mp3/LEA-EY-ACT-0040-ITEM-02.mp3'}","['accuracy', 'prompt_level', 'response_time_seconds', 'attempt_count', 'error_type', 'hint_count', 'audio_replay_count']","{'alt_text': 'Illustrated card for First > Next > Then > Finally', 'caption_text': 'Put the steps in order for: sort by colour, size and shape.', 'keyboard_focus_order': 2}"
LEA-EY-ACT-0040-ITEM-03,LEA-EY-ACT-0040,1.2,Pre-K,Sorting,EY-PRE-MAT-SOR-04,Drag to Build,"Put the steps in order for: sort by colour, size and shape.","Drag the cards to build the correct answer. Put the steps in order for: sort by colour, size and shape.",ordered_array,drag_sequence,First > Next > Then > Finally,"['Finally > Then > Next > First', 'Next > First > Then > Finally', 'First > Next > First > Next']","['First > Next > Then > Finally', 'Finally > Then > Next > First', 'Next > First > Then > Finally', 'First > Next > First > Next']","{'correct': 'Great work. You listened carefully.', 'incorrect': 'Try again. Listen once more, use the hint, and choose carefully.', 'hint': 'Look for the clue linked to sort by colour, size and shape.', 'interventions_by_error_type': {'sequence_order': 'Mini-teach: model one example of sort by colour, size and shape, practise one guided item, then return to the task.', 'slow_correct': 'Praise accuracy, remove time pressure, and build fluency with two repeated examples.', 'multiple_attempts': 'Reduce choices to two and replay the audio prompt.'}}","{'illustrated_card_svg': '/media/cards/svg/LEA-EY-ACT-0040-ITEM-03-CARD.svg', 'success_animation': '/media/animations/lottie/success_star.json', 'audio_ssml': '/media/audio/ssml/LEA-EY-ACT-0040-ITEM-03.ssml', 'audio_target_url': '/media/audio/mp3/LEA-EY-ACT-0040-ITEM-03.mp3'}","['accuracy', 'prompt_level', 'response_time_seconds', 'attempt_count', 'error_type', 'hint_count', 'audio_replay_count']","{'alt_text': 'Illustrated card for First > Next > Then > Finally', 'caption_text': 'Put the steps in order for: sort by colour, size and shape.', 'keyboard_focus_order': 3}"
LEA-EY-ACT-0040-ITEM-04,LEA-EY-ACT-0040,1.2,Pre-K,Sorting,EY-PRE-MAT-SOR-04,Drag to Build,"Put the steps in order for: sort by colour, size and shape.","Drag the cards to build the correct answer. Put the steps in order for: sort by colour, size and shape.",ordered_array,drag_sequence,First > Next > Then > Finally,"['First > Next > First > Next', 'Finally > Then > Next > First', 'Next > First > Then > Finally']","['First > Next > First > Next', 'First > Next > Then > Finally', 'Finally > Then > Next > First', 'Next > First > Then > Finally']","{'correct': 'Great work. You listened carefully.', 'incorrect': 'Try again. Listen once more, use the hint, and choose carefully.', 'hint': 'Look for the clue linked to sort by colour, size and shape.', 'interventions_by_error_type': {'sequence_order': 'Mini-teach: model one example of sort by colour, size and shape, practise one guided item, then return to the task.', 'slow_correct': 'Praise accuracy, remove time pressure, and build fluency with two repeated examples.', 'multiple_attempts': 'Reduce choices to two and replay the audio prompt.'}}","{'illustrated_card_svg': '/media/cards/svg/LEA-EY-ACT-0040-ITEM-04-CARD.svg', 'success_animation': '/media/animations/lottie/success_star.json', 'audio_ssml': '/media/audio/ssml/LEA-EY-ACT-0040-ITEM-04.ssml', 'audio_target_url': '/media/audio/mp3/LEA-EY-ACT-0040-ITEM-04.mp3'}","['accuracy', 'prompt_level', 'response_time_seconds', 'attempt_count', 'error_type', 'hint_count', 'audio_replay_count']","{'alt_text': 'Illustrated card for First > Next > Then > Finally', 'caption_text': 'Put the steps in order for: sort by colour, size and shape.', 'keyboard_focus_order': 4}"
LEA-EY-ACT-0040-ITEM-05,LEA-EY-ACT-0040,1.2,Pre-K,Sorting,EY-PRE-MAT-SOR-04,Drag to Build,"Put the steps in order for: sort by colour, size and shape.","Drag the cards to build the correct answer. Put the steps in order for: sort by colour, size and shape.",ordered_array,drag_sequence,First > Next > Then > Finally,"['First > Next > First > Next', 'Finally > Then > Next > First', 'Next > First > Then > Finally']","['First > Next > First > Next', 'First > Next > Then > Finally', 'Finally > Then > Next > First', 'Next > First > Then > Finally']","{'correct': 'Great work. You listened carefully.', 'incorrect': 'Try again. Listen once more, use the hint, and choose carefully.', 'hint': 'Look for the clue linked to sort by colour, size and shape.', 'interventions_by_error_type': {'sequence_order': 'Mini-teach: model one example of sort by colour, size and shape, practise one guided item, then return to the task.', 'slow_correct': 'Praise accuracy, remove time pressure, and build fluency with two repeated examples.', 'multiple_attempts': 'Reduce choices to two and replay the audio prompt.'}}","{'illustrated_card_svg': '/media/cards/svg/LEA-EY-ACT-0040-ITEM-05-CARD.svg', 'success_animation': '/media/animations/lottie/success_star.json', 'audio_ssml': '/media/audio/ssml/LEA-EY-ACT-0040-ITEM-05.ssml', 'audio_target_url': '/media/audio/mp3/LEA-EY-ACT-0040-ITEM-05.mp3'}","['accuracy', 'prompt_level', 'response_time_seconds', 'attempt_count', 'error_type', 'hint_count', 'audio_replay_count']","{'alt_text': 'Illustrated card for First > Next > Then > Finally', 'caption_text': 'Put the steps in order for: sort by colour, size and shape.', 'keyboard_focus_order': 5}"
LEA-EY-ACT-0040-ITEM-06,LEA-EY-ACT-0040,1.2,Pre-K,Sorting,EY-PRE-MAT-SOR-04,Drag to Build,"Put the steps in order for: sort by colour, size and shape.","Drag the cards to build the correct answer. Put the steps in order for: sort by colour, size and shape.",ordered_array,drag_sequence,First > Next > Then > Finally,"['First > Next > First > Next', 'Next > First > Then > Finally', 'Finally > Then > Next > First']","['First > Next > First > Next', 'Next > First > Then > Finally', 'First > Next > Then > Finally', 'Finally > Then > Next > First']","{'correct': 'Well done. You chose the best answer.', 'incorrect': 'Try again. Listen once more, use the hint, and choose carefully.', 'hint': 'Look for the clue linked to sort by colour, size and shape.', 'interventions_by_error_type': {'sequence_order': 'Mini-teach: model one example of sort by colour, size and shape, practise one guided item, then return to the task.', 'slow_correct': 'Praise accuracy, remove time pressure, and build fluency with two repeated examples.', 'multiple_attempts': 'Reduce choices to two and replay the audio prompt.'}}","{'illustrated_card_svg': '/media/cards/svg/LEA-EY-ACT-0040-ITEM-06-CARD.svg', 'success_animation': '/media/animations/lottie/success_star.json', 'audio_ssml': '/media/audio/ssml/LEA-EY-ACT-0040-ITEM-06.ssml', 'audio_target_url': '/media/audio/mp3/LEA-EY-ACT-0040-ITEM-06.mp3'}","['accuracy', 'prompt_level', 'response_time_seconds', 'attempt_count', 'error_type', 'hint_count', 'audio_replay_count']","{'alt_text': 'Illustrated card for First > Next > Then > Finally', 'caption_text': 'Put the steps in order for: sort by colour, size and shape.', 'keyboard_focus_order': 6}"
LEA-EY-ACT-0040-ITEM-07,LEA-EY-ACT-0040,1.2,Pre-K,Sorting,EY-PRE-MAT-SOR-04,Drag to Build,"Put the steps in order for: sort by colour, size and shape.","Drag the cards to build the correct answer. Put the steps in order for: sort by colour, size and shape.",ordered_array,drag_sequence,First > Next > Then > Finally,"['Finally > Then > Next > First', 'First > Next > First > Next', 'Next > First > Then > Finally']","['Finally > Then > Next > First', 'First > Next > First > Next', 'Next > First > Then > Finally', 'First > Next > Then > Finally']","{'correct': 'Excellent. You are ready for the next item.', 'incorrect': 'Try again. Listen once more, use the hint, and choose carefully.', 'hint': 'Look for the clue linked to sort by colour, size and shape.', 'interventions_by_error_type': {'sequence_order': 'Mini-teach: model one example of sort by colour, size and shape, practise one guided item, then return to the task.', 'slow_correct': 'Praise accuracy, remove time pressure, and build fluency with two repeated examples.', 'multiple_attempts': 'Reduce choices to two and replay the audio prompt.'}}","{'illustrated_card_svg': '/media/cards/svg/LEA-EY-ACT-0040-ITEM-07-CARD.svg', 'success_animation': '/media/animations/lottie/success_star.json', 'audio_ssml': '/media/audio/ssml/LEA-EY-ACT-0040-ITEM-07.ssml', 'audio_target_url': '/media/audio/mp3/LEA-EY-ACT-0040-ITEM-07.mp3'}","['accuracy', 'prompt_level', 'response_time_seconds', 'attempt_count', 'error_type', 'hint_count', 'audio_replay_count']","{'alt_text': 'Illustrated card for First > Next > Then > Finally', 'caption_text': 'Put the steps in order for: sort by colour, size and shape.', 'keyboard_focus_order': 7}"
LEA-EY-ACT-0040-ITEM-08,LEA-EY-ACT-0040,1.2,Pre-K,Sorting,EY-PRE-MAT-SOR-04,Drag to Build,"Put the steps in order for: sort by colour, size and shape.","Drag the cards to build the correct answer. Put the steps in order for: sort by colour, size and shape.",ordered_array,drag_sequence,First > Next > Then > Finally,"['Finally > Then > Next > First', 'First > Next > First > Next', 'Next > First > Then > Finally']","['Finally > Then > Next > First', 'First > Next > Then > Finally', 'First > Next > First > Next', 'Next > First > Then > Finally']","{'correct': 'Excellent. You are ready for the next item.', 'incorrect': 'Try again. Listen once more, use the hint, and choose carefully.', 'hint': 'Look for the clue linked to sort by colour, size and shape.', 'interventions_by_error_type': {'sequence_order': 'Mini-teach: model one example of sort by colour, size and shape, practise one guided item, then return to the task.', 'slow_correct': 'Praise accuracy, remove time pressure, and build fluency with two repeated examples.', 'multiple_attempts': 'Reduce choices to two and replay the audio prompt.'}}","{'illustrated_card_svg': '/media/cards/svg/LEA-EY-ACT-0040-ITEM-08-CARD.svg', 'success_animation': '/media/animations/lottie/success_star.json', 'audio_ssml': '/media/audio/ssml/LEA-EY-ACT-0040-ITEM-08.ssml', 'audio_target_url': '/media/audio/mp3/LEA-EY-ACT-0040-ITEM-08.mp3'}","['accuracy', 'prompt_level', 'response_time_seconds', 'attempt_count', 'error_type', 'hint_count', 'audio_replay_count']","{'alt_text': 'Illustrated card for First > Next > Then > Finally', 'caption_text': 'Put the steps in order for: sort by colour, size and shape.', 'keyboard_focus_order': 8}"
LEA-EY-ACT-0041-ITEM-01,LEA-EY-ACT-0041,1.2,Kindergarten,Phonemic Awareness,EY-KIN-LIT-PHO-01,Drag to Build,Put the steps in order for: isolate initial/final sounds.,Drag the cards to build the correct answer. Put the steps in order for: isolate initial/final sounds.,ordered_array,drag_sequence,First > Next > Then > Finally,"['Finally > Then > Next > First', 'Next > First > Then > Finally', 'First > Next > First > Next']","['Finally > Then > Next > First', 'Next > First > Then > Finally', 'First > Next > Then > Finally', 'First > Next > First > Next']","{'correct': 'Great work. You listened carefully.', 'incorrect': 'Try again. Listen once more, use the hint, and choose carefully.', 'hint': 'Look for the clue linked to isolate initial/final sounds.', 'interventions_by_error_type': {'sequence_order': 'Mini-teach: model one example of isolate initial/final sounds, practise one guided item, then return to the task.', 'slow_correct': 'Praise accuracy, remove time pressure, and build fluency with two repeated examples.', 'multiple_attempts': 'Reduce choices to two and replay the audio prompt.'}}","{'illustrated_card_svg': '/media/cards/svg/LEA-EY-ACT-0041-ITEM-01-CARD.svg', 'success_animation': '/media/animations/lottie/success_star.json', 'audio_ssml': '/media/audio/ssml/LEA-EY-ACT-0041-ITEM-01.ssml', 'audio_target_url': '/media/audio/mp3/LEA-EY-ACT-0041-ITEM-01.mp3'}","['accuracy', 'prompt_level', 'response_time_seconds', 'attempt_count', 'error_type', 'hint_count', 'audio_replay_count']","{'alt_text': 'Illustrated card for First > Next > Then > Finally', 'caption_text': 'Put the steps in order for: isolate initial/final sounds.', 'keyboard_focus_order': 1}"
