brand,legacy_brand_source,legacy_lesson_id,bea_lesson_id,course_title,cefr_level,module_number,module_title,lesson_number,lesson_title,primary_skill,grammar_target,vocabulary_theme,learning_objective,polly_voice_id,polly_engine,fallback_voice_id,fallback_engine,language_code,output_format,text_type,ssml_file,plain_text_file,transcript_file,vtt_placeholder_file,pronunciation_ssml_file,target_s3_key,target_pronunciation_s3_key,lms_media_type,lms_access_level,qa_status
British English Academy,BEA curriculum pack,A1-M02-L05,BEA-A1-M02-L05,A1 Starter English,A1,2,"Home, Family and Daily Objects",5,"Home, Family and Daily Objects: Speaking Lesson 5",speaking,singular/plural nouns,places,"Learners can name, identify, ask and answer basic questions in a speaking task about places.",Amy,neural,Amy,standard,en-GB,mp3,ssml,ssml/lessons/A1/bea-a1-m02-l05-home-family-and-daily-objects-speaking-lesson-5.ssml,plain_text/lessons/A1/bea-a1-m02-l05-home-family-and-daily-objects-speaking-lesson-5.txt,transcripts/lessons/A1/bea-a1-m02-l05-home-family-and-daily-objects-speaking-lesson-5.txt,captions/vtt_placeholders/A1/bea-a1-m02-l05-home-family-and-daily-objects-speaking-lesson-5.vtt,ssml/pronunciation_drills/A1/bea-a1-m02-l05-home-family-and-daily-objects-speaking-lesson-5-pronunciation.ssml,bea/audio/A1/bea-a1-m02-l05-home-family-and-daily-objects-speaking-lesson-5.mp3,bea/audio/A1/pronunciation/bea-a1-m02-l05-home-family-and-daily-objects-speaking-lesson-5-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A1-M02-L06,BEA-A1-M02-L06,A1 Starter English,A1,2,"Home, Family and Daily Objects",6,"Home, Family and Daily Objects: Writing Lesson 6",writing,be: am/is/are,personal information,"Learners can name, identify, ask and answer basic questions in a writing task about personal information.",Amy,neural,Amy,standard,en-GB,mp3,ssml,ssml/lessons/A1/bea-a1-m02-l06-home-family-and-daily-objects-writing-lesson-6.ssml,plain_text/lessons/A1/bea-a1-m02-l06-home-family-and-daily-objects-writing-lesson-6.txt,transcripts/lessons/A1/bea-a1-m02-l06-home-family-and-daily-objects-writing-lesson-6.txt,captions/vtt_placeholders/A1/bea-a1-m02-l06-home-family-and-daily-objects-writing-lesson-6.vtt,ssml/pronunciation_drills/A1/bea-a1-m02-l06-home-family-and-daily-objects-writing-lesson-6-pronunciation.ssml,bea/audio/A1/bea-a1-m02-l06-home-family-and-daily-objects-writing-lesson-6.mp3,bea/audio/A1/pronunciation/bea-a1-m02-l06-home-family-and-daily-objects-writing-lesson-6-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A1-M03-L01,BEA-A1-M03-L01,A1 Starter English,A1,3,"Food, Shopping and Simple Requests",1,"Food, Shopping and Simple Requests: Grammar Lesson 1",grammar,present simple,numbers,"Learners can name, identify, ask and answer basic questions in a grammar task about numbers.",Amy,neural,Amy,standard,en-GB,mp3,ssml,ssml/lessons/A1/bea-a1-m03-l01-food-shopping-and-simple-requests-grammar-lesson-1.ssml,plain_text/lessons/A1/bea-a1-m03-l01-food-shopping-and-simple-requests-grammar-lesson-1.txt,transcripts/lessons/A1/bea-a1-m03-l01-food-shopping-and-simple-requests-grammar-lesson-1.txt,captions/vtt_placeholders/A1/bea-a1-m03-l01-food-shopping-and-simple-requests-grammar-lesson-1.vtt,ssml/pronunciation_drills/A1/bea-a1-m03-l01-food-shopping-and-simple-requests-grammar-lesson-1-pronunciation.ssml,bea/audio/A1/bea-a1-m03-l01-food-shopping-and-simple-requests-grammar-lesson-1.mp3,bea/audio/A1/pronunciation/bea-a1-m03-l01-food-shopping-and-simple-requests-grammar-lesson-1-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A1-M03-L02,BEA-A1-M03-L02,A1 Starter English,A1,3,"Food, Shopping and Simple Requests",2,"Food, Shopping and Simple Requests: Vocabulary Lesson 2",vocabulary,can/can't,classroom,"Learners can name, identify, ask and answer basic questions in a vocabulary task about classroom.",Amy,neural,Amy,standard,en-GB,mp3,ssml,ssml/lessons/A1/bea-a1-m03-l02-food-shopping-and-simple-requests-vocabulary-lesson-2.ssml,plain_text/lessons/A1/bea-a1-m03-l02-food-shopping-and-simple-requests-vocabulary-lesson-2.txt,transcripts/lessons/A1/bea-a1-m03-l02-food-shopping-and-simple-requests-vocabulary-lesson-2.txt,captions/vtt_placeholders/A1/bea-a1-m03-l02-food-shopping-and-simple-requests-vocabulary-lesson-2.vtt,ssml/pronunciation_drills/A1/bea-a1-m03-l02-food-shopping-and-simple-requests-vocabulary-lesson-2-pronunciation.ssml,bea/audio/A1/bea-a1-m03-l02-food-shopping-and-simple-requests-vocabulary-lesson-2.mp3,bea/audio/A1/pronunciation/bea-a1-m03-l02-food-shopping-and-simple-requests-vocabulary-lesson-2-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A1-M03-L03,BEA-A1-M03-L03,A1 Starter English,A1,3,"Food, Shopping and Simple Requests",3,"Food, Shopping and Simple Requests: Reading Lesson 3",reading,basic imperatives,food,"Learners can name, identify, ask and answer basic questions in a reading task about food.",Amy,neural,Amy,standard,en-GB,mp3,ssml,ssml/lessons/A1/bea-a1-m03-l03-food-shopping-and-simple-requests-reading-lesson-3.ssml,plain_text/lessons/A1/bea-a1-m03-l03-food-shopping-and-simple-requests-reading-lesson-3.txt,transcripts/lessons/A1/bea-a1-m03-l03-food-shopping-and-simple-requests-reading-lesson-3.txt,captions/vtt_placeholders/A1/bea-a1-m03-l03-food-shopping-and-simple-requests-reading-lesson-3.vtt,ssml/pronunciation_drills/A1/bea-a1-m03-l03-food-shopping-and-simple-requests-reading-lesson-3-pronunciation.ssml,bea/audio/A1/bea-a1-m03-l03-food-shopping-and-simple-requests-reading-lesson-3.mp3,bea/audio/A1/pronunciation/bea-a1-m03-l03-food-shopping-and-simple-requests-reading-lesson-3-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A1-M03-L04,BEA-A1-M03-L04,A1 Starter English,A1,3,"Food, Shopping and Simple Requests",4,"Food, Shopping and Simple Requests: Listening Lesson 4",listening,singular/plural nouns,places,"Learners can name, identify, ask and answer basic questions in a listening task about places.",Amy,neural,Amy,standard,en-GB,mp3,ssml,ssml/lessons/A1/bea-a1-m03-l04-food-shopping-and-simple-requests-listening-lesson-4.ssml,plain_text/lessons/A1/bea-a1-m03-l04-food-shopping-and-simple-requests-listening-lesson-4.txt,transcripts/lessons/A1/bea-a1-m03-l04-food-shopping-and-simple-requests-listening-lesson-4.txt,captions/vtt_placeholders/A1/bea-a1-m03-l04-food-shopping-and-simple-requests-listening-lesson-4.vtt,ssml/pronunciation_drills/A1/bea-a1-m03-l04-food-shopping-and-simple-requests-listening-lesson-4-pronunciation.ssml,bea/audio/A1/bea-a1-m03-l04-food-shopping-and-simple-requests-listening-lesson-4.mp3,bea/audio/A1/pronunciation/bea-a1-m03-l04-food-shopping-and-simple-requests-listening-lesson-4-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A1-M03-L05,BEA-A1-M03-L05,A1 Starter English,A1,3,"Food, Shopping and Simple Requests",5,"Food, Shopping and Simple Requests: Speaking Lesson 5",speaking,be: am/is/are,personal information,"Learners can name, identify, ask and answer basic questions in a speaking task about personal information.",Amy,neural,Amy,standard,en-GB,mp3,ssml,ssml/lessons/A1/bea-a1-m03-l05-food-shopping-and-simple-requests-speaking-lesson-5.ssml,plain_text/lessons/A1/bea-a1-m03-l05-food-shopping-and-simple-requests-speaking-lesson-5.txt,transcripts/lessons/A1/bea-a1-m03-l05-food-shopping-and-simple-requests-speaking-lesson-5.txt,captions/vtt_placeholders/A1/bea-a1-m03-l05-food-shopping-and-simple-requests-speaking-lesson-5.vtt,ssml/pronunciation_drills/A1/bea-a1-m03-l05-food-shopping-and-simple-requests-speaking-lesson-5-pronunciation.ssml,bea/audio/A1/bea-a1-m03-l05-food-shopping-and-simple-requests-speaking-lesson-5.mp3,bea/audio/A1/pronunciation/bea-a1-m03-l05-food-shopping-and-simple-requests-speaking-lesson-5-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A1-M03-L06,BEA-A1-M03-L06,A1 Starter English,A1,3,"Food, Shopping and Simple Requests",6,"Food, Shopping and Simple Requests: Writing Lesson 6",writing,there is/there are,family,"Learners can name, identify, ask and answer basic questions in a writing task about family.",Amy,neural,Amy,standard,en-GB,mp3,ssml,ssml/lessons/A1/bea-a1-m03-l06-food-shopping-and-simple-requests-writing-lesson-6.ssml,plain_text/lessons/A1/bea-a1-m03-l06-food-shopping-and-simple-requests-writing-lesson-6.txt,transcripts/lessons/A1/bea-a1-m03-l06-food-shopping-and-simple-requests-writing-lesson-6.txt,captions/vtt_placeholders/A1/bea-a1-m03-l06-food-shopping-and-simple-requests-writing-lesson-6.vtt,ssml/pronunciation_drills/A1/bea-a1-m03-l06-food-shopping-and-simple-requests-writing-lesson-6-pronunciation.ssml,bea/audio/A1/bea-a1-m03-l06-food-shopping-and-simple-requests-writing-lesson-6.mp3,bea/audio/A1/pronunciation/bea-a1-m03-l06-food-shopping-and-simple-requests-writing-lesson-6-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A1-M04-L01,BEA-A1-M04-L01,A1 Starter English,A1,4,"Places, Directions and Local Life",1,"Places, Directions and Local Life: Grammar Lesson 1",grammar,can/can't,classroom,"Learners can name, identify, ask and answer basic questions in a grammar task about classroom.",Amy,neural,Amy,standard,en-GB,mp3,ssml,ssml/lessons/A1/bea-a1-m04-l01-places-directions-and-local-life-grammar-lesson-1.ssml,plain_text/lessons/A1/bea-a1-m04-l01-places-directions-and-local-life-grammar-lesson-1.txt,transcripts/lessons/A1/bea-a1-m04-l01-places-directions-and-local-life-grammar-lesson-1.txt,captions/vtt_placeholders/A1/bea-a1-m04-l01-places-directions-and-local-life-grammar-lesson-1.vtt,ssml/pronunciation_drills/A1/bea-a1-m04-l01-places-directions-and-local-life-grammar-lesson-1-pronunciation.ssml,bea/audio/A1/bea-a1-m04-l01-places-directions-and-local-life-grammar-lesson-1.mp3,bea/audio/A1/pronunciation/bea-a1-m04-l01-places-directions-and-local-life-grammar-lesson-1-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A1-M04-L02,BEA-A1-M04-L02,A1 Starter English,A1,4,"Places, Directions and Local Life",2,"Places, Directions and Local Life: Vocabulary Lesson 2",vocabulary,basic imperatives,food,"Learners can name, identify, ask and answer basic questions in a vocabulary task about food.",Amy,neural,Amy,standard,en-GB,mp3,ssml,ssml/lessons/A1/bea-a1-m04-l02-places-directions-and-local-life-vocabulary-lesson-2.ssml,plain_text/lessons/A1/bea-a1-m04-l02-places-directions-and-local-life-vocabulary-lesson-2.txt,transcripts/lessons/A1/bea-a1-m04-l02-places-directions-and-local-life-vocabulary-lesson-2.txt,captions/vtt_placeholders/A1/bea-a1-m04-l02-places-directions-and-local-life-vocabulary-lesson-2.vtt,ssml/pronunciation_drills/A1/bea-a1-m04-l02-places-directions-and-local-life-vocabulary-lesson-2-pronunciation.ssml,bea/audio/A1/bea-a1-m04-l02-places-directions-and-local-life-vocabulary-lesson-2.mp3,bea/audio/A1/pronunciation/bea-a1-m04-l02-places-directions-and-local-life-vocabulary-lesson-2-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A1-M04-L03,BEA-A1-M04-L03,A1 Starter English,A1,4,"Places, Directions and Local Life",3,"Places, Directions and Local Life: Reading Lesson 3",reading,singular/plural nouns,places,"Learners can name, identify, ask and answer basic questions in a reading task about places.",Amy,neural,Amy,standard,en-GB,mp3,ssml,ssml/lessons/A1/bea-a1-m04-l03-places-directions-and-local-life-reading-lesson-3.ssml,plain_text/lessons/A1/bea-a1-m04-l03-places-directions-and-local-life-reading-lesson-3.txt,transcripts/lessons/A1/bea-a1-m04-l03-places-directions-and-local-life-reading-lesson-3.txt,captions/vtt_placeholders/A1/bea-a1-m04-l03-places-directions-and-local-life-reading-lesson-3.vtt,ssml/pronunciation_drills/A1/bea-a1-m04-l03-places-directions-and-local-life-reading-lesson-3-pronunciation.ssml,bea/audio/A1/bea-a1-m04-l03-places-directions-and-local-life-reading-lesson-3.mp3,bea/audio/A1/pronunciation/bea-a1-m04-l03-places-directions-and-local-life-reading-lesson-3-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A1-M04-L04,BEA-A1-M04-L04,A1 Starter English,A1,4,"Places, Directions and Local Life",4,"Places, Directions and Local Life: Listening Lesson 4",listening,be: am/is/are,personal information,"Learners can name, identify, ask and answer basic questions in a listening task about personal information.",Amy,neural,Amy,standard,en-GB,mp3,ssml,ssml/lessons/A1/bea-a1-m04-l04-places-directions-and-local-life-listening-lesson-4.ssml,plain_text/lessons/A1/bea-a1-m04-l04-places-directions-and-local-life-listening-lesson-4.txt,transcripts/lessons/A1/bea-a1-m04-l04-places-directions-and-local-life-listening-lesson-4.txt,captions/vtt_placeholders/A1/bea-a1-m04-l04-places-directions-and-local-life-listening-lesson-4.vtt,ssml/pronunciation_drills/A1/bea-a1-m04-l04-places-directions-and-local-life-listening-lesson-4-pronunciation.ssml,bea/audio/A1/bea-a1-m04-l04-places-directions-and-local-life-listening-lesson-4.mp3,bea/audio/A1/pronunciation/bea-a1-m04-l04-places-directions-and-local-life-listening-lesson-4-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A1-M04-L05,BEA-A1-M04-L05,A1 Starter English,A1,4,"Places, Directions and Local Life",5,"Places, Directions and Local Life: Speaking Lesson 5",speaking,there is/there are,family,"Learners can name, identify, ask and answer basic questions in a speaking task about family.",Amy,neural,Amy,standard,en-GB,mp3,ssml,ssml/lessons/A1/bea-a1-m04-l05-places-directions-and-local-life-speaking-lesson-5.ssml,plain_text/lessons/A1/bea-a1-m04-l05-places-directions-and-local-life-speaking-lesson-5.txt,transcripts/lessons/A1/bea-a1-m04-l05-places-directions-and-local-life-speaking-lesson-5.txt,captions/vtt_placeholders/A1/bea-a1-m04-l05-places-directions-and-local-life-speaking-lesson-5.vtt,ssml/pronunciation_drills/A1/bea-a1-m04-l05-places-directions-and-local-life-speaking-lesson-5-pronunciation.ssml,bea/audio/A1/bea-a1-m04-l05-places-directions-and-local-life-speaking-lesson-5.mp3,bea/audio/A1/pronunciation/bea-a1-m04-l05-places-directions-and-local-life-speaking-lesson-5-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
British English Academy,BEA curriculum pack,A1-M04-L06,BEA-A1-M04-L06,A1 Starter English,A1,4,"Places, Directions and Local Life",6,"Places, Directions and Local Life: Writing Lesson 6",writing,present simple,numbers,"Learners can name, identify, ask and answer basic questions in a writing task about numbers.",Amy,neural,Amy,standard,en-GB,mp3,ssml,ssml/lessons/A1/bea-a1-m04-l06-places-directions-and-local-life-writing-lesson-6.ssml,plain_text/lessons/A1/bea-a1-m04-l06-places-directions-and-local-life-writing-lesson-6.txt,transcripts/lessons/A1/bea-a1-m04-l06-places-directions-and-local-life-writing-lesson-6.txt,captions/vtt_placeholders/A1/bea-a1-m04-l06-places-directions-and-local-life-writing-lesson-6.vtt,ssml/pronunciation_drills/A1/bea-a1-m04-l06-places-directions-and-local-life-writing-lesson-6-pronunciation.ssml,bea/audio/A1/bea-a1-m04-l06-places-directions-and-local-life-writing-lesson-6.mp3,bea/audio/A1/pronunciation/bea-a1-m04-l06-places-directions-and-local-life-writing-lesson-6-pronunciation.mp3,listening_activity,course_or_trial_mapped,generated_pending_audio_qa
