item_id,activity_id,voice_provider,voice_style,audio_text,ssml_path,target_mp3_path,caption_text
LEA-EY-ACT-0002-ITEM-03,LEA-EY-ACT-0002,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen to the sounds and blend them into a word. Blend the sounds in cup: c-u-p. What word do you hear?,content/audio/ssml/LEA-EY-ACT-0002-ITEM-03.ssml,content/audio/mp3/LEA-EY-ACT-0002-ITEM-03.mp3,Blend the sounds in cup: c-u-p. What word do you hear?
LEA-EY-ACT-0002-ITEM-04,LEA-EY-ACT-0002,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen to the sounds and blend them into a word. Blend the sounds in pen: p-e-n. What word do you hear?,content/audio/ssml/LEA-EY-ACT-0002-ITEM-04.ssml,content/audio/mp3/LEA-EY-ACT-0002-ITEM-04.mp3,Blend the sounds in pen: p-e-n. What word do you hear?
LEA-EY-ACT-0002-ITEM-05,LEA-EY-ACT-0002,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen to the sounds and blend them into a word. Blend the sounds in bag: b-a-g. What word do you hear?,content/audio/ssml/LEA-EY-ACT-0002-ITEM-05.ssml,content/audio/mp3/LEA-EY-ACT-0002-ITEM-05.mp3,Blend the sounds in bag: b-a-g. What word do you hear?
LEA-EY-ACT-0002-ITEM-06,LEA-EY-ACT-0002,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen to the sounds and blend them into a word. Blend the sounds in hat: h-a-t. What word do you hear?,content/audio/ssml/LEA-EY-ACT-0002-ITEM-06.ssml,content/audio/mp3/LEA-EY-ACT-0002-ITEM-06.mp3,Blend the sounds in hat: h-a-t. What word do you hear?
LEA-EY-ACT-0002-ITEM-07,LEA-EY-ACT-0002,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen to the sounds and blend them into a word. Blend the sounds in red: r-e-d. What word do you hear?,content/audio/ssml/LEA-EY-ACT-0002-ITEM-07.ssml,content/audio/mp3/LEA-EY-ACT-0002-ITEM-07.mp3,Blend the sounds in red: r-e-d. What word do you hear?
LEA-EY-ACT-0002-ITEM-08,LEA-EY-ACT-0002,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Listen to the sounds and blend them into a word. Blend the sounds in big: b-i-g. What word do you hear?,content/audio/ssml/LEA-EY-ACT-0002-ITEM-08.ssml,content/audio/mp3/LEA-EY-ACT-0002-ITEM-08.mp3,Blend the sounds in big: b-i-g. What word do you hear?
LEA-EY-ACT-0003-ITEM-01,LEA-EY-ACT-0003,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Find the mistake and choose the correction. Find the correct sentence. The mistake sentence is: 'I see an dad.',content/audio/ssml/LEA-EY-ACT-0003-ITEM-01.ssml,content/audio/mp3/LEA-EY-ACT-0003-ITEM-01.mp3,Find the correct sentence. The mistake sentence is: 'I see an dad.'
LEA-EY-ACT-0003-ITEM-02,LEA-EY-ACT-0003,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Find the mistake and choose the correction. Find the correct sentence. The mistake sentence is: 'I see an cup.',content/audio/ssml/LEA-EY-ACT-0003-ITEM-02.ssml,content/audio/mp3/LEA-EY-ACT-0003-ITEM-02.mp3,Find the correct sentence. The mistake sentence is: 'I see an cup.'
LEA-EY-ACT-0003-ITEM-03,LEA-EY-ACT-0003,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Find the mistake and choose the correction. Find the correct sentence. The mistake sentence is: 'I see an pen.',content/audio/ssml/LEA-EY-ACT-0003-ITEM-03.ssml,content/audio/mp3/LEA-EY-ACT-0003-ITEM-03.mp3,Find the correct sentence. The mistake sentence is: 'I see an pen.'
LEA-EY-ACT-0003-ITEM-04,LEA-EY-ACT-0003,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Find the mistake and choose the correction. Find the correct sentence. The mistake sentence is: 'I see an bag.',content/audio/ssml/LEA-EY-ACT-0003-ITEM-04.ssml,content/audio/mp3/LEA-EY-ACT-0003-ITEM-04.mp3,Find the correct sentence. The mistake sentence is: 'I see an bag.'
LEA-EY-ACT-0003-ITEM-05,LEA-EY-ACT-0003,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Find the mistake and choose the correction. Find the correct sentence. The mistake sentence is: 'I see an hat.',content/audio/ssml/LEA-EY-ACT-0003-ITEM-05.ssml,content/audio/mp3/LEA-EY-ACT-0003-ITEM-05.mp3,Find the correct sentence. The mistake sentence is: 'I see an hat.'
LEA-EY-ACT-0003-ITEM-06,LEA-EY-ACT-0003,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Find the mistake and choose the correction. Find the correct sentence. The mistake sentence is: 'I see an red.',content/audio/ssml/LEA-EY-ACT-0003-ITEM-06.ssml,content/audio/mp3/LEA-EY-ACT-0003-ITEM-06.mp3,Find the correct sentence. The mistake sentence is: 'I see an red.'
LEA-EY-ACT-0003-ITEM-07,LEA-EY-ACT-0003,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Find the mistake and choose the correction. Find the correct sentence. The mistake sentence is: 'I see an big.',content/audio/ssml/LEA-EY-ACT-0003-ITEM-07.ssml,content/audio/mp3/LEA-EY-ACT-0003-ITEM-07.mp3,Find the correct sentence. The mistake sentence is: 'I see an big.'
LEA-EY-ACT-0003-ITEM-08,LEA-EY-ACT-0003,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Find the mistake and choose the correction. Find the correct sentence. The mistake sentence is: 'I see an sit.',content/audio/ssml/LEA-EY-ACT-0003-ITEM-08.ssml,content/audio/mp3/LEA-EY-ACT-0003-ITEM-08.mp3,Find the correct sentence. The mistake sentence is: 'I see an sit.'
LEA-EY-ACT-0004-ITEM-01,LEA-EY-ACT-0004,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Read aloud clearly, then record your voice. Read and record: I can read the word cup in a clear sentence.",content/audio/ssml/LEA-EY-ACT-0004-ITEM-01.ssml,content/audio/mp3/LEA-EY-ACT-0004-ITEM-01.mp3,Read and record: I can read the word cup in a clear sentence.
LEA-EY-ACT-0004-ITEM-02,LEA-EY-ACT-0004,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Read aloud clearly, then record your voice. Read and record: I can read the word pen in a clear sentence.",content/audio/ssml/LEA-EY-ACT-0004-ITEM-02.ssml,content/audio/mp3/LEA-EY-ACT-0004-ITEM-02.mp3,Read and record: I can read the word pen in a clear sentence.
LEA-EY-ACT-0004-ITEM-03,LEA-EY-ACT-0004,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Read aloud clearly, then record your voice. Read and record: I can read the word bag in a clear sentence.",content/audio/ssml/LEA-EY-ACT-0004-ITEM-03.ssml,content/audio/mp3/LEA-EY-ACT-0004-ITEM-03.mp3,Read and record: I can read the word bag in a clear sentence.
LEA-EY-ACT-0004-ITEM-04,LEA-EY-ACT-0004,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Read aloud clearly, then record your voice. Read and record: I can read the word hat in a clear sentence.",content/audio/ssml/LEA-EY-ACT-0004-ITEM-04.ssml,content/audio/mp3/LEA-EY-ACT-0004-ITEM-04.mp3,Read and record: I can read the word hat in a clear sentence.
LEA-EY-ACT-0004-ITEM-05,LEA-EY-ACT-0004,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Read aloud clearly, then record your voice. Read and record: I can read the word red in a clear sentence.",content/audio/ssml/LEA-EY-ACT-0004-ITEM-05.ssml,content/audio/mp3/LEA-EY-ACT-0004-ITEM-05.mp3,Read and record: I can read the word red in a clear sentence.
LEA-EY-ACT-0004-ITEM-06,LEA-EY-ACT-0004,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Read aloud clearly, then record your voice. Read and record: I can read the word big in a clear sentence.",content/audio/ssml/LEA-EY-ACT-0004-ITEM-06.ssml,content/audio/mp3/LEA-EY-ACT-0004-ITEM-06.mp3,Read and record: I can read the word big in a clear sentence.
LEA-EY-ACT-0004-ITEM-07,LEA-EY-ACT-0004,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Read aloud clearly, then record your voice. Read and record: I can read the word sit in a clear sentence.",content/audio/ssml/LEA-EY-ACT-0004-ITEM-07.ssml,content/audio/mp3/LEA-EY-ACT-0004-ITEM-07.mp3,Read and record: I can read the word sit in a clear sentence.
LEA-EY-ACT-0004-ITEM-08,LEA-EY-ACT-0004,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Read aloud clearly, then record your voice. Read and record: I can read the word run in a clear sentence.",content/audio/ssml/LEA-EY-ACT-0004-ITEM-08.ssml,content/audio/mp3/LEA-EY-ACT-0004-ITEM-08.mp3,Read and record: I can read the word run in a clear sentence.
LEA-EY-ACT-0005-ITEM-01,LEA-EY-ACT-0005,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Find the mistake and choose the correction. Find the correct sentence. The mistake sentence is: 'I see an pen.',content/audio/ssml/LEA-EY-ACT-0005-ITEM-01.ssml,content/audio/mp3/LEA-EY-ACT-0005-ITEM-01.mp3,Find the correct sentence. The mistake sentence is: 'I see an pen.'
LEA-EY-ACT-0005-ITEM-02,LEA-EY-ACT-0005,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Find the mistake and choose the correction. Find the correct sentence. The mistake sentence is: 'I see an bag.',content/audio/ssml/LEA-EY-ACT-0005-ITEM-02.ssml,content/audio/mp3/LEA-EY-ACT-0005-ITEM-02.mp3,Find the correct sentence. The mistake sentence is: 'I see an bag.'
LEA-EY-ACT-0005-ITEM-03,LEA-EY-ACT-0005,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Find the mistake and choose the correction. Find the correct sentence. The mistake sentence is: 'I see an hat.',content/audio/ssml/LEA-EY-ACT-0005-ITEM-03.ssml,content/audio/mp3/LEA-EY-ACT-0005-ITEM-03.mp3,Find the correct sentence. The mistake sentence is: 'I see an hat.'
LEA-EY-ACT-0005-ITEM-04,LEA-EY-ACT-0005,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Find the mistake and choose the correction. Find the correct sentence. The mistake sentence is: 'I see an red.',content/audio/ssml/LEA-EY-ACT-0005-ITEM-04.ssml,content/audio/mp3/LEA-EY-ACT-0005-ITEM-04.mp3,Find the correct sentence. The mistake sentence is: 'I see an red.'
LEA-EY-ACT-0005-ITEM-05,LEA-EY-ACT-0005,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Find the mistake and choose the correction. Find the correct sentence. The mistake sentence is: 'I see an big.',content/audio/ssml/LEA-EY-ACT-0005-ITEM-05.ssml,content/audio/mp3/LEA-EY-ACT-0005-ITEM-05.mp3,Find the correct sentence. The mistake sentence is: 'I see an big.'
LEA-EY-ACT-0005-ITEM-06,LEA-EY-ACT-0005,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Find the mistake and choose the correction. Find the correct sentence. The mistake sentence is: 'I see an sit.',content/audio/ssml/LEA-EY-ACT-0005-ITEM-06.ssml,content/audio/mp3/LEA-EY-ACT-0005-ITEM-06.mp3,Find the correct sentence. The mistake sentence is: 'I see an sit.'
LEA-EY-ACT-0005-ITEM-07,LEA-EY-ACT-0005,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Find the mistake and choose the correction. Find the correct sentence. The mistake sentence is: 'I see an run.',content/audio/ssml/LEA-EY-ACT-0005-ITEM-07.ssml,content/audio/mp3/LEA-EY-ACT-0005-ITEM-07.mp3,Find the correct sentence. The mistake sentence is: 'I see an run.'
LEA-EY-ACT-0005-ITEM-08,LEA-EY-ACT-0005,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Find the mistake and choose the correction. Find the correct sentence. The mistake sentence is: 'I see an hop.',content/audio/ssml/LEA-EY-ACT-0005-ITEM-08.ssml,content/audio/mp3/LEA-EY-ACT-0005-ITEM-08.mp3,Find the correct sentence. The mistake sentence is: 'I see an hop.'
LEA-EY-ACT-0006-ITEM-01,LEA-EY-ACT-0006,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Read aloud clearly, then record your voice. Read and record: I can read the word bag in a clear sentence.",content/audio/ssml/LEA-EY-ACT-0006-ITEM-01.ssml,content/audio/mp3/LEA-EY-ACT-0006-ITEM-01.mp3,Read and record: I can read the word bag in a clear sentence.
LEA-EY-ACT-0006-ITEM-02,LEA-EY-ACT-0006,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Read aloud clearly, then record your voice. Read and record: I can read the word hat in a clear sentence.",content/audio/ssml/LEA-EY-ACT-0006-ITEM-02.ssml,content/audio/mp3/LEA-EY-ACT-0006-ITEM-02.mp3,Read and record: I can read the word hat in a clear sentence.
LEA-EY-ACT-0006-ITEM-03,LEA-EY-ACT-0006,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Read aloud clearly, then record your voice. Read and record: I can read the word red in a clear sentence.",content/audio/ssml/LEA-EY-ACT-0006-ITEM-03.ssml,content/audio/mp3/LEA-EY-ACT-0006-ITEM-03.mp3,Read and record: I can read the word red in a clear sentence.
LEA-EY-ACT-0006-ITEM-04,LEA-EY-ACT-0006,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Read aloud clearly, then record your voice. Read and record: I can read the word big in a clear sentence.",content/audio/ssml/LEA-EY-ACT-0006-ITEM-04.ssml,content/audio/mp3/LEA-EY-ACT-0006-ITEM-04.mp3,Read and record: I can read the word big in a clear sentence.
LEA-EY-ACT-0006-ITEM-05,LEA-EY-ACT-0006,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Read aloud clearly, then record your voice. Read and record: I can read the word sit in a clear sentence.",content/audio/ssml/LEA-EY-ACT-0006-ITEM-05.ssml,content/audio/mp3/LEA-EY-ACT-0006-ITEM-05.mp3,Read and record: I can read the word sit in a clear sentence.
LEA-EY-ACT-0006-ITEM-06,LEA-EY-ACT-0006,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Read aloud clearly, then record your voice. Read and record: I can read the word run in a clear sentence.",content/audio/ssml/LEA-EY-ACT-0006-ITEM-06.ssml,content/audio/mp3/LEA-EY-ACT-0006-ITEM-06.mp3,Read and record: I can read the word run in a clear sentence.
LEA-EY-ACT-0006-ITEM-07,LEA-EY-ACT-0006,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Read aloud clearly, then record your voice. Read and record: I can read the word hop in a clear sentence.",content/audio/ssml/LEA-EY-ACT-0006-ITEM-07.ssml,content/audio/mp3/LEA-EY-ACT-0006-ITEM-07.mp3,Read and record: I can read the word hop in a clear sentence.
LEA-EY-ACT-0006-ITEM-08,LEA-EY-ACT-0006,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,"Read aloud clearly, then record your voice. Read and record: I can read the word tap in a clear sentence.",content/audio/ssml/LEA-EY-ACT-0006-ITEM-08.ssml,content/audio/mp3/LEA-EY-ACT-0006-ITEM-08.mp3,Read and record: I can read the word tap in a clear sentence.
LEA-EY-ACT-0007-ITEM-01,LEA-EY-ACT-0007,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Tap the card that starts with the target sound. Listen: /h/. Which word begins with /h/?,content/audio/ssml/LEA-EY-ACT-0007-ITEM-01.ssml,content/audio/mp3/LEA-EY-ACT-0007-ITEM-01.mp3,Listen: /h/. Which word begins with /h/?
LEA-EY-ACT-0007-ITEM-02,LEA-EY-ACT-0007,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Tap the card that starts with the target sound. Listen: /r/. Which word begins with /r/?,content/audio/ssml/LEA-EY-ACT-0007-ITEM-02.ssml,content/audio/mp3/LEA-EY-ACT-0007-ITEM-02.mp3,Listen: /r/. Which word begins with /r/?
LEA-EY-ACT-0007-ITEM-03,LEA-EY-ACT-0007,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Tap the card that starts with the target sound. Listen: /b/. Which word begins with /b/?,content/audio/ssml/LEA-EY-ACT-0007-ITEM-03.ssml,content/audio/mp3/LEA-EY-ACT-0007-ITEM-03.mp3,Listen: /b/. Which word begins with /b/?
LEA-EY-ACT-0007-ITEM-04,LEA-EY-ACT-0007,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Tap the card that starts with the target sound. Listen: /s/. Which word begins with /s/?,content/audio/ssml/LEA-EY-ACT-0007-ITEM-04.ssml,content/audio/mp3/LEA-EY-ACT-0007-ITEM-04.mp3,Listen: /s/. Which word begins with /s/?
LEA-EY-ACT-0007-ITEM-05,LEA-EY-ACT-0007,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Tap the card that starts with the target sound. Listen: /r/. Which word begins with /r/?,content/audio/ssml/LEA-EY-ACT-0007-ITEM-05.ssml,content/audio/mp3/LEA-EY-ACT-0007-ITEM-05.mp3,Listen: /r/. Which word begins with /r/?
LEA-EY-ACT-0007-ITEM-06,LEA-EY-ACT-0007,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Tap the card that starts with the target sound. Listen: /h/. Which word begins with /h/?,content/audio/ssml/LEA-EY-ACT-0007-ITEM-06.ssml,content/audio/mp3/LEA-EY-ACT-0007-ITEM-06.mp3,Listen: /h/. Which word begins with /h/?
LEA-EY-ACT-0007-ITEM-07,LEA-EY-ACT-0007,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Tap the card that starts with the target sound. Listen: /t/. Which word begins with /t/?,content/audio/ssml/LEA-EY-ACT-0007-ITEM-07.ssml,content/audio/mp3/LEA-EY-ACT-0007-ITEM-07.mp3,Listen: /t/. Which word begins with /t/?
LEA-EY-ACT-0007-ITEM-08,LEA-EY-ACT-0007,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Tap the card that starts with the target sound. Listen: /m/. Which word begins with /m/?,content/audio/ssml/LEA-EY-ACT-0007-ITEM-08.ssml,content/audio/mp3/LEA-EY-ACT-0007-ITEM-08.mp3,Listen: /m/. Which word begins with /m/?
LEA-EY-ACT-0008-ITEM-01,LEA-EY-ACT-0008,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Drag the cards to build the correct answer. Put the steps in order for: book handling and environmental print.,content/audio/ssml/LEA-EY-ACT-0008-ITEM-01.ssml,content/audio/mp3/LEA-EY-ACT-0008-ITEM-01.mp3,Put the steps in order for: book handling and environmental print.
LEA-EY-ACT-0008-ITEM-02,LEA-EY-ACT-0008,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Drag the cards to build the correct answer. Put the steps in order for: book handling and environmental print.,content/audio/ssml/LEA-EY-ACT-0008-ITEM-02.ssml,content/audio/mp3/LEA-EY-ACT-0008-ITEM-02.mp3,Put the steps in order for: book handling and environmental print.
LEA-EY-ACT-0008-ITEM-03,LEA-EY-ACT-0008,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Drag the cards to build the correct answer. Put the steps in order for: book handling and environmental print.,content/audio/ssml/LEA-EY-ACT-0008-ITEM-03.ssml,content/audio/mp3/LEA-EY-ACT-0008-ITEM-03.mp3,Put the steps in order for: book handling and environmental print.
LEA-EY-ACT-0008-ITEM-04,LEA-EY-ACT-0008,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Drag the cards to build the correct answer. Put the steps in order for: book handling and environmental print.,content/audio/ssml/LEA-EY-ACT-0008-ITEM-04.ssml,content/audio/mp3/LEA-EY-ACT-0008-ITEM-04.mp3,Put the steps in order for: book handling and environmental print.
LEA-EY-ACT-0008-ITEM-05,LEA-EY-ACT-0008,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Drag the cards to build the correct answer. Put the steps in order for: book handling and environmental print.,content/audio/ssml/LEA-EY-ACT-0008-ITEM-05.ssml,content/audio/mp3/LEA-EY-ACT-0008-ITEM-05.mp3,Put the steps in order for: book handling and environmental print.
LEA-EY-ACT-0008-ITEM-06,LEA-EY-ACT-0008,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Drag the cards to build the correct answer. Put the steps in order for: book handling and environmental print.,content/audio/ssml/LEA-EY-ACT-0008-ITEM-06.ssml,content/audio/mp3/LEA-EY-ACT-0008-ITEM-06.mp3,Put the steps in order for: book handling and environmental print.
LEA-EY-ACT-0008-ITEM-07,LEA-EY-ACT-0008,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Drag the cards to build the correct answer. Put the steps in order for: book handling and environmental print.,content/audio/ssml/LEA-EY-ACT-0008-ITEM-07.ssml,content/audio/mp3/LEA-EY-ACT-0008-ITEM-07.mp3,Put the steps in order for: book handling and environmental print.
LEA-EY-ACT-0008-ITEM-08,LEA-EY-ACT-0008,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Drag the cards to build the correct answer. Put the steps in order for: book handling and environmental print.,content/audio/ssml/LEA-EY-ACT-0008-ITEM-08.ssml,content/audio/mp3/LEA-EY-ACT-0008-ITEM-08.mp3,Put the steps in order for: book handling and environmental print.
LEA-EY-ACT-0009-ITEM-01,LEA-EY-ACT-0009,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Tap the card that starts with the target sound. Listen: /b/. Which word begins with /b/?,content/audio/ssml/LEA-EY-ACT-0009-ITEM-01.ssml,content/audio/mp3/LEA-EY-ACT-0009-ITEM-01.mp3,Listen: /b/. Which word begins with /b/?
LEA-EY-ACT-0009-ITEM-02,LEA-EY-ACT-0009,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Tap the card that starts with the target sound. Listen: /s/. Which word begins with /s/?,content/audio/ssml/LEA-EY-ACT-0009-ITEM-02.ssml,content/audio/mp3/LEA-EY-ACT-0009-ITEM-02.mp3,Listen: /s/. Which word begins with /s/?
LEA-EY-ACT-0009-ITEM-03,LEA-EY-ACT-0009,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Tap the card that starts with the target sound. Listen: /r/. Which word begins with /r/?,content/audio/ssml/LEA-EY-ACT-0009-ITEM-03.ssml,content/audio/mp3/LEA-EY-ACT-0009-ITEM-03.mp3,Listen: /r/. Which word begins with /r/?
LEA-EY-ACT-0009-ITEM-04,LEA-EY-ACT-0009,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Tap the card that starts with the target sound. Listen: /h/. Which word begins with /h/?,content/audio/ssml/LEA-EY-ACT-0009-ITEM-04.ssml,content/audio/mp3/LEA-EY-ACT-0009-ITEM-04.mp3,Listen: /h/. Which word begins with /h/?
LEA-EY-ACT-0009-ITEM-05,LEA-EY-ACT-0009,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Tap the card that starts with the target sound. Listen: /t/. Which word begins with /t/?,content/audio/ssml/LEA-EY-ACT-0009-ITEM-05.ssml,content/audio/mp3/LEA-EY-ACT-0009-ITEM-05.mp3,Listen: /t/. Which word begins with /t/?
LEA-EY-ACT-0009-ITEM-06,LEA-EY-ACT-0009,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Tap the card that starts with the target sound. Listen: /m/. Which word begins with /m/?,content/audio/ssml/LEA-EY-ACT-0009-ITEM-06.ssml,content/audio/mp3/LEA-EY-ACT-0009-ITEM-06.mp3,Listen: /m/. Which word begins with /m/?
LEA-EY-ACT-0009-ITEM-07,LEA-EY-ACT-0009,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Tap the card that starts with the target sound. Listen: /j/. Which word begins with /j/?,content/audio/ssml/LEA-EY-ACT-0009-ITEM-07.ssml,content/audio/mp3/LEA-EY-ACT-0009-ITEM-07.mp3,Listen: /j/. Which word begins with /j/?
LEA-EY-ACT-0009-ITEM-08,LEA-EY-ACT-0009,TTS provider or recorded British English voice,warm early-years British English; clear pace; no background music,Tap the card that starts with the target sound. Listen: /b/. Which word begins with /b/?,content/audio/ssml/LEA-EY-ACT-0009-ITEM-08.ssml,content/audio/mp3/LEA-EY-ACT-0009-ITEM-08.mp3,Listen: /b/. Which word begins with /b/?
